Region,Zone,Woreda,Pcode,Total Population,IDPs (Acute),Non-Displaced (Acute),TOTAL (Acute),IDPs (Moderate),Non-Displaced (Moderate),TOTAL (Moderate),Grand Total,IDP Male Children,IDP Female Children,IDP Male Adult,IDP Female Adult,IDP Male Elderly,IDP Female Elderly,IDP Male Children2,IDP Female Children2,IDP Male Adult2,IDP Female Adult2,IDP Male Elderly2,IDP Female Elderly2,ND Male Children,ND Female Children,ND Male Adult,ND Female Adult,ND Male Elderly,ND Female Elderly,ND Male Children2,ND Female Children3,ND Male Adult4,ND Female Adult5,ND Male Elderly6,ND Female Elderly7
Amhara,North Shewa,Ataye Town,ET030598,27000.74184,0,0,0,0,270.0074184,270.0074184,270.0074184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.29840497,68.80552678,59.0882598,54.71986705,6.799004983,6.296354809
Amhara,North Shewa,Aleme Ketma,ET030599,23095.58404,0,0,0,0,230.9558404,230.9558404,230.9558404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.11877741,60.28781801,49.40200883,47.94587791,5.684454159,5.516904101
Amhara,East Gojam ,Bibugn,ET030601,99410.8121,0,0,0,0,994.108121,994.108121,994.108121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.7637487,269.1135555,204.9951322,214.0214408,23.58781474,24.62642913
Amhara,East Gojam ,Hulet Ej Enese,ET030602,285944.2199,0,0,0,0,2859.442199,2859.442199,2859.442199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749.2799803,766.2243852,595.8896447,609.3652422,68.56618687,70.11675978
Amhara,East Gojam ,Goncha Siso Enebse,ET030603,94312.27243,102,11183.39658,11285.39658,334,8431.734946,8765.734946,20051.13152,29.59104236,31.01637079,16.9117404,17.68202985,3.379908407,3.418908191,96.89615832,101.5634102,55.37765974,57.89998011,11.06754322,11.19524839,2934.281997,2992.918189,2333.584645,2380.217012,268.5144846,273.8802493,2212.305348,2256.514173,1759.408876,1794.567404,202.4468101,206.4923347
Amhara,East Gojam ,Enebse Sarmder,ET030604,163484.2897,0,9899.920029,9899.920029,0,25017.19751,25017.19751,34917.11754,0,0,0,0,0,0,0,0,0,0,0,0,2587.54163,2659.415985,2057.827919,2114.988373,236.7844699,243.3616515,6538.743731,6720.37095,5200.151854,5344.596897,598.3567377,614.9773417
Amhara,East Gojam ,Enarj Enawga,ET030605,203410.6392,0,0,0,0,23202,23202,23202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6070.334106,6226.725894,4827.633634,4952.009366,555.492838,569.804162
Amhara,East Gojam ,Enemay,ET030606,170858.2296,0,0,0,0,1708.582296,1708.582296,1708.582296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.1246354,457.4239818,356.3859128,363.7815251,41.00763173,41.85860965
Amhara,East Gojam ,Debay Telatgen,ET030607,152378.9341,0,0,0,0,1523.789341,1523.789341,1523.789341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.206101,405.4022495,319.8676822,322.4095248,36.80565264,37.09813037
Amhara,East Gojam ,Debre Elias,ET030608,100563.369,0,0,0,0,1005.63369,1005.63369,1005.63369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.019127,266.9667288,211.5604944,212.314106,24.34325974,24.42997424
Amhara,East Gojam ,Michakel,ET030609,143007.9695,0,0,0,0,1430.079695,1430.079695,1430.079695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.8594911,383.0827473,298.1193877,304.6592038,34.30317985,35.05568537
Amhara,East Gojam ,Guzamn,ET030610,156582.0798,0,0,0,0,1565.820798,1565.820798,1565.820798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411.7731316,418.1118916,327.4761792,332.5172874,37.68112619,38.26118253
Amhara,East Gojam ,Baso Liben,ET030611,165249.9948,0,0,0,0,1652.499948,1652.499948,1652.499948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428.8246101,447.000362,341.0369305,355.4917974,39.24149734,40.90475011
Amhara,East Gojam ,Awabel,ET030612,148924.2937,0,0,0,0,1489.242937,1489.242937,1489.242937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.5350733,398.7636832,310.5859121,317.1299858,35.7376435,36.49063894
Amhara,East Gojam ,Dejen,ET030613,109311.0841,0,0,0,0,1093.110841,1093.110841,1093.110841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.4664387,300.8823071,221.45963,239.2865895,25.48230618,27.53356961
Amhara,East Gojam ,Shebel Bernta,ET030614,123864.0092,0,2104.783963,2104.783963,0,1238.640092,1238.640092,3343.424055,0,0,0,0,0,0,0,0,0,0,0,0,543.8851909,571.6503093,432.5426566,454.6237837,49.77062596,52.31139623,320.069905,336.4093438,254.5461603,267.5406385,29.28941583,30.78462863
Amhara,East Gojam ,Debre Markos Town,ET030615,109984.84,0,0,0,0,1099.8484,1099.8484,1099.8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288.3011533,294.6184986,229.2810116,234.305089,26.38227535,26.96037204
Amhara,East Gojam ,Senan,ET030616,118164.8627,0,0,0,0,1181.648627,1181.648627,1181.648627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.6110867,314.6626857,247.8190057,250.2458906,28.51535416,28.79460426
Amhara,East Gojam ,Aneded,ET030617,107495.8827,0,0,0,0,1074.958827,1074.958827,1074.958827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.7589534,287.969225,224.078111,229.0170346,25.78360234,26.35190078
Amhara,West Gojam,Gonje,ET030618,127026.7224,0,0,0,340,1270.267224,1610.267224,1610.267224,0,0,0,0,0,0,98.63680787,103.3879026,56.372468,58.94009951,11.26636136,11.39636064,0,0,0,0,0,0,337.5550318,335.6865967,268.4517847,266.96585,30.88946989,30.71849045
Amhara,East Gojam ,Sedae,ET030619O,84887.60054,0,0,0,0,848.8760054,848.8760054,848.8760054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.7267506,227.1775323,177.1308026,180.6704337,20.38159888,20.78888739
Amhara,East Gojam ,Mota Town,ET030694,53928.75441,0,0,0,0,539.2875441,539.2875441,539.2875441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.7413594,137.081039,118.2914773,109.0182225,13.6112376,12.54420829
Amhara,East Gojam ,Dejen Town,ET030698,15311.53179,0,0,0,0,153.1153179,153.1153179,153.1153179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.15261834,40.99850016,31.93269553,32.60541098,3.674343376,3.751749543
Amhara,East Gojam ,Bechena Town,ET030699,33234.24644,0,0,0,0,332.3424644,332.3424644,332.3424644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.05850747,87.08299865,70.82671868,69.25563006,8.149693608,7.968915914
Amhara,West Gojam,Semen Achefer,ET030701,230598.2548,0,0,0,0,2305.982548,2305.982548,2305.982548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621.6803129,600.4904377,494.411796,477.5598481,56.88961354,54.95054006
Amhara,West Gojam,Bahirdar Zuria,ET030702,213188.6856,0,0,0,0,2131.886856,2131.886856,2131.886856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.3763134,554.5237203,457.5870115,441.0032983,52.65236075,50.74415176
Amhara,West Gojam,Yilmana Densa,ET030703,228343.6474,0,0,0,0,2283.436474,2283.436474,2283.436474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.4346237,611.7867077,475.9248941,486.5435798,54.76241368,55.98425533
Amhara,West Gojam,Mecha,ET030704,130612.29,0,0,0,613,1306.1229,1919.1229,1919.1229,0,0,0,0,0,0,177.8363624,186.4023068,101.6362438,106.2655324,20.3125868,20.54696786,0,0,0,0,0,0,347.6764133,344.5687235,276.5011476,274.0296546,31.81567178,31.53128885
Amhara,West Gojam,Sekela,ET030705,165875.2645,0,0,0,239,1658.752645,1897.752645,1897.752645,0,0,0,0,0,0,69.33587377,72.6756139,39.62652897,41.43142289,7.919589307,8.010971154,0,0,0,0,0,0,435.9182394,443.2206622,346.6783734,352.4858663,39.89063134,40.55887192
Amhara,West Gojam,Quarit,ET030706,136771.4345,0,0,0,85,1367.714345,1452.714345,1452.714345,0,0,0,0,0,0,24.65920197,25.84697566,14.093117,14.73502488,2.816590339,2.849090159,0,0,0,0,0,0,357.4171937,367.4714093,284.2478248,292.2437718,32.70704508,33.62710067
Amhara,West Gojam,Dega Damot,ET030707,181788.833,74,0,74,1657,1817.88833,3474.88833,3548.88833,21.46801112,22.50207292,12.26930186,12.82813931,2.452090413,2.480384374,480.7093842,503.8639843,274.7328808,287.2463085,54.90694344,55.54049875,0,0,0,0,0,0,473.0567345,490.4240804,376.2139879,390.0259432,43.28915401,44.87843
Amhara,West Gojam,Dembecha,ET030708,129925.7919,0,0,0,0,1299.257919,1299.257919,1299.257919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.7641648,345.8425323,272.5945198,275.0426931,31.36615471,31.64785437
Amhara,West Gojam,Jabi Tehnan,ET030709,216753.43,0,0,0,0,2167.5343,2167.5343,2167.5343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571.3985273,577.3946517,454.4235458,459.1921617,52.2883558,52.83705775
Amhara,West Gojam,Bure (Amhara),ET030710,136711.8369,0,0,0,18,1367.118369,1385.118369,1385.118369,0,0,0,0,0,0,5.221948652,5.473477198,2.984424776,3.12035821,0.596454425,0.60333674,0,0,0,0,0,0,358.1078187,366.464917,284.7970672,291.4433255,32.77024379,33.53499712
Amhara,West Gojam,Wemberma,ET030711,123635.7201,0,0,0,0,1236.357201,1236.357201,1236.357201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.2216255,324.047691,263.4149342,257.709626,30.30990347,29.65342078
Amhara,West Gojam,Bahir Dar Town,ET030712,365966.6205,0,0,0,2053,3659.666205,5712.666205,5712.666205,0,0,0,0,0,0,595.5922546,624.2804826,340.3902259,355.8941891,68.02894079,68.81390703,0,0,0,0,0,0,970.6654567,968.957632,771.9537547,770.5955507,88.82504651,88.66876444
Amhara,West Gojam,Debub Achefer,ET030713,166258.1033,0,0,0,0,1662.581033,1662.581033,1662.581033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445.3032447,435.8647026,354.1421088,346.6357965,40.74944787,39.88573222
Amhara,West Gojam,Finote Selam Town,ET030714,45672.97203,0,0,0,1776,456.7297203,2232.72972,2232.72972,0,0,0,0,0,0,515.232267,540.0497502,294.4632446,307.8753433,58.85016991,59.52922498,0,0,0,0,0,0,125.5973902,116.4693616,99.88547161,92.62610549,11.49334608,10.65804535
Amhara,West Gojam,Debub Mecha ,ET030715O,183724.6292,0,0,0,0,1837.246292,1837.246292,1837.246292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.0559697,484.6845651,388.937908,385.4614041,44.75323496,44.3532102
Amhara,West Gojam,Merawi Town,ET030797,39972.81542,0,0,0,0,399.7281542,399.7281542,399.7281542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.1627237,101.693198,87.61054345,80.87487354,10.08092849,9.30588699
Amhara,West Gojam,Bure Town,ET030798,45766.914,0,0,0,0,457.66914,457.66914,457.66914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.5480684,118.0165758,99.05096383,93.85657869,11.39732324,10.79963005
Amhara,West Gojam,Adete Town,ET030799,33783.75648,0,0,0,0,337.8375648,337.8375648,337.8375648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.64547471,86.40843466,73.67937281,68.71916077,8.47793495,7.907186945
Amhara,Wag Hamra,Zequala,ET030801,53366.11269,0,7656.365395,7656.365395,0,7536.1147,7536.1147,15192.48009,0,0,0,0,0,0,0,0,0,0,0,0,2065.612923,1992.260737,1642.746881,1584.411133,189.0230693,182.3106523,2033.170455,1960.970336,1616.945937,1559.526409,186.0542774,179.4472855
Amhara,Wag Hamra,Sekota,ET030802,131151.0781,0,2828.584781,2828.584781,60,1335.128402,1395.128402,4223.713183,0,0,0,0,0,0,17.40649551,18.24492399,9.948082588,10.40119403,1.988181416,2.011122465,745.348952,753.8009819,592.7633647,599.4851205,68.2064607,68.97990117,351.8142931,355.8037599,279.7919331,282.9646883,32.19432682,32.55940067
Amhara,Wag Hamra,Dehana,ET030803,130508.6362,0,13269.36932,13269.36932,0,6287.021071,6287.021071,19556.39039,0,0,0,0,0,0,0,0,0,0,0,0,3479.803779,3552.961961,2767.428855,2825.610315,318.4348741,325.129538,1648.729427,1683.39174,1311.206516,1338.772865,150.8742967,154.0462253
Amhara,Wag Hamra,Gaz Gibla,ET030804,82674.99875,0,5981.821023,5981.821023,106,5668.477616,5774.477616,11756.29864,0,0,0,0,0,0,30.75147539,32.23269905,17.57494591,18.37544279,3.512453835,3.552983022,1581.812562,1588.55258,1257.98867,1263.348892,144.7507722,145.3675474,1498.953089,1505.340048,1192.091938,1197.171377,137.1683487,137.7528157
Amhara,Wag Hamra,Abergele,ET030805,50393.30374,0,892.4628703,892.4628703,0,543.4105915,543.4105915,1435.873462,0,0,0,0,0,0,0,0,0,0,0,0,239.1384744,233.8668468,190.1827679,185.990332,21.88342643,21.40102277,145.6087241,142.3988894,115.8001457,113.2474187,13.32457192,13.03084177
Amhara,Wag Hamra,Sahila,ET030806,27636.11283,0,4965.04993,4965.04993,0,5248.900013,5248.900013,10213.94994,0,0,0,0,0,0,0,0,0,0,0,0,1338.77411,1292.702352,1064.704316,1028.064229,122.510461,118.2944606,1415.311335,1366.605672,1125.573071,1086.838284,129.5143392,125.0573115
Amhara,Wag Hamra,Sekota Town,ET030807,39331.38365,0,0,0,20,393.3138365,413.3138365,413.3138365,0,0,0,0,0,0,5.802165169,6.081641331,3.316027529,3.467064677,0.662727139,0.670374155,0,0,0,0,0,0,103.6740605,104.7822728,82.45021985,83.33156224,9.487154597,9.588566474
Amhara,Awi,Dangila,ET030901,153646.6457,0,0,0,0,1536.466457,1536.466457,1536.466457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410.7398709,403.5873511,326.6544445,320.966167,37.58657309,36.93205005
Amhara,Awi,Banja,ET030902,104443.2736,0,0,0,0,1044.432736,1044.432736,1044.432736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.6844616,280.8648884,216.8613219,223.3670764,24.95320074,25.70178696
Amhara,Awi,Ankasha,ET030903,122245.0752,0,0,0,0,1222.450752,1222.450752,1222.450752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.7662527,326.1326456,255.8952368,259.367755,29.44464766,29.8442138
Amhara,Awi,Guangua,ET030904,223545.5358,0,0,0,580,2235.455358,2815.455358,2815.455358,0,0,0,0,0,0,168.2627899,176.3675986,96.16479835,100.5448756,19.21908702,19.4408505,0,0,0,0,0,0,588.6213238,596.170016,468.1205433,474.1238901,53.86440416,54.55518071
Amhara,Awi,Fagta Lakoma,ET030905,152751.6716,0,0,0,0,1527.516716,1527.516716,1527.516716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.6535331,408.9303262,318.6329513,325.2153443,36.66357803,37.42098268
Amhara,Awi,Jawi,ET030906,96856.19646,0,0,0,0,968.5619646,968.5619646,968.5619646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.9036232,245.434218,213.0592022,195.1896658,24.51570892,22.45954636
Amhara,Awi,Guagusa Shikudad,ET030907,103314.9598,0,0,0,0,1033.149598,1033.149598,1033.149598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.0022667,277.56702,214.7282178,220.7443376,24.7077546,25.40000089
Amhara,North Wello,Angot,ET030907O,80907.34136,0,0,0,0,809.0734136,809.0734136,809.0734136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.4593213,213.3495879,171.3511395,169.6733043,19.71656054,19.52350002
Amhara,Awi,Ayehu Guwagusa,ET030908O,120720.1861,0,0,0,0,1207.201861,1207.201861,1207.201861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.75253,322.0644564,252.7031913,256.1323932,29.07735416,29.4719361
Amhara,Awi,Injibara Town,ET030996,39602.09816,0,0,0,0,396.0209816,396.0209816,396.0209816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2246906,101.6664296,86.06925867,80.85358507,9.90358018,9.303437428
Amhara,Awi,Zigem,ET030997,596.2347931,0,0,0,0,5.962347931,5.962347931,5.962347931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.592888504,1.5671559,1.266797178,1.246332475,0.145764325,0.143409549
Amhara,Awi,Dangila Town,ET030998,47567.97359,0,0,0,0,475.6797359,475.6797359,475.6797359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.9862711,123.1239889,102.5805911,97.91841756,11.80346066,11.26700653
Amhara,Awi,Chagni Town,ET030999,54852.7634,0,0,0,0,548.527634,548.527634,548.527634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5435047,144.1761413,116.5435608,114.6608369,13.41011317,13.19347708
Amhara,Oromia,Dewa Cheffa,ET031001,157343.7169,0,2155.425651,2155.425651,0,364.5719995,364.5719995,2519.997651,0,0,0,0,0,0,0,0,0,0,0,0,568.1515542,574.2240411,451.8412832,456.6706289,51.99122713,52.54691696,96.098025,97.12513474,76.42512743,77.24197037,8.793875873,8.887866104
Amhara,Oromia,Bati,ET031002,105798.8664,155,2482.712103,2637.712103,740,349.8746043,1089.874604,3727.586707,44.96678006,47.13272031,25.69921335,26.86975125,5.136135325,5.195399702,214.6801112,225.0207292,122.6930186,128.2813931,24.52090413,24.80384374,663.0821548,652.7552596,527.3379778,519.1251734,60.67827266,59.73326432,93.44442568,91.98911462,74.31476495,73.15738078,8.551046501,8.41787181
Amhara,Oromia,Jilye Tumuga,ET031003,88069.08635,0,1473.184639,1473.184639,3279,51.50161944,3330.501619,4803.686259,0,0,0,0,0,0,951.2649794,997.0850962,543.6627134,568.4252538,108.6541144,109.9078427,381.4026806,399.3851781,303.3230753,317.6242501,34.90194342,36.54751158,13.33360068,13.96225762,10.6039862,11.10394639,1.220150251,1.277678292
Amhara,Oromia,Artuma Fursi,ET031004,100205.7834,0,1934.366777,1934.366777,0,1002.057834,1002.057834,2936.424611,0,0,0,0,0,0,0,0,0,0,0,0,505.4090645,519.8053271,401.9432466,413.3923497,46.24969741,47.56709125,261.8164863,269.2741659,208.2182056,214.1491716,23.95867846,24.6411265
Amhara,Oromia,Dewa Harewa,ET031005,49276.10133,0,1020.646197,1020.646197,0,492.7610133,492.7610133,1513.40721,0,0,0,0,0,0,0,0,0,0,0,0,265.9912954,274.9511889,211.5383604,218.6640116,24.34071288,25.16062767,128.4187808,132.7445562,102.1292757,105.5694914,11.75152994,12.1473792
Amhara,Oromia,Kemisie Town,ET031006,34230.2334,0,0,0,0,342.302334,342.302334,342.302334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.25157944,87.16865757,74.95668063,69.32375314,8.624908685,7.976754513
Amhara,South Wello,Wereilu Town,ET031023O,20166.21063,0,0,0,0,201.6621063,201.6621063,201.6621063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.57771608,50.30320025,44.99529684,40.00528095,5.177394773,4.603217382
Amhara,Oromia,Bati Town,ET031099,29378.58495,0,0,0,0,293.7858495,293.7858495,293.7858495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.60891855,81.09758167,59.33520598,64.49552958,6.827419905,7.421193795
Amhara,South Wello,Argoba,ET031201,40835.46538,0,258.7425999,258.7425999,0,18.00643033,18.00643033,276.7490303,0,0,0,0,0,0,0,0,0,0,0,0,68.95010899,68.18346899,54.83485083,54.22515505,6.309585445,6.239430653,4.798380066,4.74502801,3.816070185,3.773640201,0.439097044,0.434214827
Oromia,West Wellega,Mana Sibu,ET040101,144715,1343,0,1343,25509,1447.15,26956.15,28299.15,389.6153911,408.3822154,222.6712486,232.8133931,44.50212736,45.01562452,7400.371564,7756.829436,4229.427312,4422.067643,845.275329,855.0287162,0,0,0,0,0,0,391.5322,375.4573,311.37891,298.594815,35.82889,34.357885
Oromia,West Wellega,Nejo,ET040102,85734.98703,7112,0,7112,24998,857.3498703,25855.34987,32967.34987,2063.249934,2162.631657,1179.179389,1232.888199,235.6657705,238.3850496,7252.126244,7601.4435,4144.702809,4333.48414,828.3426506,837.9006565,0,0,0,0,0,0,223.0705969,231.3248344,177.4042577,183.9687126,20.41306405,21.16840466
Oromia,West Wellega,Gimbi,ET040103,101040.35,0,0,0,1508,1010.4035,2518.4035,2518.4035,0,0,0,0,0,0,437.4832537,458.5557564,250.0284757,261.4166767,49.96962626,50.5462113,0,0,0,0,0,0,263.4267769,272.0870778,209.4988424,216.3862326,24.10603525,24.89853448
Oromia,West Wellega,Lalo Asabi,ET040104,103350.2838,3890,0,3890,0,1033.502838,1033.502838,4923.502838,1178,1124,712,712,82,82,0,0,0,0,0,0,0,0,0,0,0,0,268.7706596,278.9858445,213.7487415,221.8727047,24.59505092,25.52983672
Oromia,West Wellega,Kiltu Kara,ET040105,67323.5514,834,0,834,5171,673.235514,5844.235514,6678.235514,295.4068276,283.7405495,115.8294754,121.6626145,5.833139051,11.52739384,1831.593172,1759.25945,718.1705246,754.3373855,36.16686095,71.47260616,0,0,0,0,0,0,178.5365011,178.2783213,141.9870476,141.7817216,16.33777416,16.31414827
Oromia,West Wellega,Boji Dirmeji,ET040106,58882.8563,87400,0,87400,0,588.828563,588.828563,87988.82856,26611,25307,15393,15654,2870,1565,0,0,0,0,0,0,0,0,0,0,0,0,152.5322405,159.5468979,121.3063007,126.8849386,13.95813899,14.60004632
Oromia,West Wellega,Ayira,ET040107,68328.68404,0,0,0,0,683.2868404,683.2868404,683.2868404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.6562756,183.4857499,142.0823022,145.9231011,16.34873465,16.79067711
Oromia,West Wellega,Jarso (West Wellega),ET040108,65666.69356,0,0,0,0,656.6669356,656.6669356,656.6669356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.9385975,176.0948784,136.7398468,140.0452665,15.73400373,16.11434265
Oromia,West Wellega,Gudetu Kondole,ET040109,129175.8827,0,0,0,0,1291.758827,1291.758827,1291.758827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.8228435,338.8093349,275.0270349,269.4493107,31.64605266,31.00425045
Oromia,West Wellega,Boji Chekorsa,ET040110,65562.07379,0,0,0,0,655.6207379,655.6207379,655.6207379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4963122,175.9826789,136.3881049,139.9560361,15.69353045,16.10407533
Oromia,West Wellega,Babo,ET040111,81635.56887,0,0,0,0,816.3556887,816.3556887,816.3556887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.4918255,213.1766895,174.5581216,169.5358012,20.08557271,19.50767819
Oromia,West Wellega,Yubdo,ET040112,52407.98254,0,0,0,0,524.0798254,524.0798254,524.0798254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.7439393,140.0183681,109.5454159,111.3542305,12.60486992,12.81300161
Oromia,West Wellega,Gaji,ET040113,80591.13105,0,0,0,0,805.9113105,805.9113105,805.9113105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.5815409,214.5514537,169.0624896,170.6291278,19.45321648,19.63348208
Oromia,West Wellega,Haru,ET040114,90918.68785,0,0,0,0,909.1868785,909.1868785,909.1868785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.7529396,244.116106,189.0808756,194.1413937,21.75663693,22.33892668
Oromia,West Wellega,Nole Kaba,ET040115,81051.9658,0,0,0,0,810.519658,810.519658,810.519658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.717936,219.8574828,166.7851132,174.8489226,19.19116961,20.1190338
Oromia,West Wellega,Begi,ET040116,161642.6334,0,0,0,0,1616.426334,1616.426334,1616.426334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.9316078,431.774349,337.9408919,343.3828077,38.8852509,39.51142628
Oromia,West Wellega,Homa,ET040117,33364.41806,0,0,0,0,333.6441806,333.6441806,333.6441806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.43868726,89.39272846,69.53850317,71.09251896,8.001464778,8.180277982
Oromia,West Wellega,Sayo Nole,ET040118,101981.5997,0,0,0,0,1019.815997,1019.815997,1019.815997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.18035,273.3221282,212.4839953,217.3684472,24.44952259,25.01155324
Oromia,West Wellega,Guliso,ET040119,95103.40218,0,0,0,0,951.0340218,951.0340218,951.0340218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.140475,252.9075565,199.7277551,201.133085,22.98172271,23.14342734
Oromia,West Wellega,Gimbi Town,ET040193,48817.11471,0,0,0,0,488.1711471,488.1711471,488.1711471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.2485655,127.4821425,104.3797554,101.3843831,12.01048193,11.6658187
Oromia,West Wellega,Leta Sibu,ET040197,53967.57441,83,0,83,941,539.6757441,1480.675744,1563.675744,25.9375,23.01953125,17.10253906,16.12988281,0.32421875,0.486328125,294.0625,260.9804688,193.8974609,182.8701172,3.67578125,5.513671875,0,0,0,0,0,0,139.8633908,146.1647535,111.2309797,116.2423464,12.79881973,13.37545386
Oromia,West Wellega,Mendi Town,ET040198O,22072.60213,1758,0,1758,11889,220.7260213,12109.72602,13867.72602,586,599.3972302,279.6671796,266.398769,13.26841064,13.26841064,3963,4053.60277,1891.33282,1801.601231,89.73158936,89.73158936,0,0,0,0,0,0,59.00185907,57.98293221,46.9231766,46.11284137,5.399226726,5.305985306
Oromia,West Wellega,Nejo Town,ET040199O,29935.36507,5676,0,5676,5814,299.3536507,6113.353651,11789.35365,1854.456397,1605.977023,1082.836554,1059.618799,48.41148825,24.6997389,1899.543603,1645.022977,1109.163446,1085.381201,49.58851175,25.3002611,0,0,0,0,0,0,81.52510155,77.13233333,64.83552888,61.3420349,7.460315897,7.058336163
Oromia,East Wellega,Limu (Oromia),ET040201,97715.63678,0,0,0,229,977.1563678,1206.156368,1206.156368,0,0,0,0,0,0,66.43479118,69.63479324,37.96851521,39.69789056,7.588225738,7.675784076,0,0,0,0,0,0,258.4495048,259.4433701,205.5405024,206.3309066,23.65056789,23.74151594
Oromia,East Wellega,Ibantu,ET040202,51750.21319,0,0,0,0,517.5021319,517.5021319,517.5021319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.4454038,136.8307261,109.3079957,108.8191529,12.5775511,12.52130229
Oromia,East Wellega,Gida Ayana,ET040203,142289,2736,0,2736,1199,1422.89,2621.89,5357.89,793.7361951,831.9685341,453.632566,474.2944479,90.66107257,91.70718442,347.8398019,364.5943978,198.7958504,207.8505274,39.73049196,40.1889306,0,0,0,0,0,0,377.3123,376.8194,300.070065,299.67807,34.527635,34.48253
